,name,platform,release_date,summary,meta_score,user_review,release_year,P
1292,Rise of the Tomb Raider,PC,"January 28, 2016","After uncovering an ancient mystery, Lara Croft embarks on a journey throughout the most treacherous and remote regions of the world to find the secret of immortality. Forming powerful new alliances and relying on her intellect and survival skills, Lara will ultimately embrace her fate as the Tomb Raider. Featuring epic, high-octane action moments set in the most beautifully hostile environments on earth, Rise of the Tomb Raider delivers a cinematic survival action adventure where you will join Lara Croft on her first tomb raiding expedition and witness the rise of an icon.",82.74913409203364,8.0,2016,PC
1301,BlazBlue: Calamity Trigger,Xbox 360,"June 30, 2009","In the 13th hierarchical city, Kagutsuchi, the Librarium regulates the amazing power of Armagus, a fusion of magic and technology. Currently they are after a wanted criminal named Ragna The Bloodedge, also known as Death, who wants to destroy the Librarium. Due to Ragna possessing a powerful form of Armagus known as the Azure Grimoire, people far and wide are after not only his bounty, but his grimoire as well. This is where our story begins. BlazBlue Key Features: The first hi-res 2D fighter from the creators of the Guilty Gear series! Experience the beauty of high-resoluti on, hand-drawn sprites on 3D backgrounds, all in glorious high-definition. Online Battle Action. Get ready to take the action online and battle the best players from all over the world! Console Exclusive Modes. BlazBlue features the following console-only modes: Arcade, Vs, Practice, and a completely fleshed-out Story Mode that tells the tales of each character. Over 10 unique combatants to choose from! Choose a character that represents your own fighting style, like the lightning-fast Taokaka or the wickedly powerful Tager. Drive your way to victory! Use the unique ""Drive Attacks"" specific to each character to decimate your opponent. Depending on the character, control the elements like wind and ice, or even absorb the life force from your opponents. A plethora of offensive and defensive options at your disposal! Take advantage of Barriers, Counter Assaults, Rapid Cancels, and Distortion Drives to turn the tide of battle! [Akys Games]",83.95150915388422,8.5,2009,Xbox 360
1320,Sid Meier's Civilization IV: Beyond the Sword,PC,"July 23, 2007","Sid Meier's Civilization IV: Beyond the Sword is the second expansion pack for Civilization IV and focuses on the late-game time periods after the invention of gunpowder and delivers 12 challenging and decidedly different scenarios created by the development team at Firaxis Games, as well as members of the Civilization Fan Community. Firaxis Games delivers a massive increase in new units, buildings, and technologies to the epic game with additional focus on the late-game time periods. The expansion pack includes ten new civilizations, such as Portugal, Babylon and Netherlands and their associated unique units and buildings. Sixteen new civilization leaders including leaders for the ten new civilizations, as well as additional leaders for existing civilizations. A new gameplay feature allows players to create corporations and spread them throughout the world. Each corporation provides benefits in exchange for certain resources. Now available much earlier in the game, an espionage feature offers players many new ways to spy on opponents, stir citizen unrest and defend their government's secrets. New random events such as natural disasters, pleas for help, or demands from their citizens will challenge players to overcome obstacles in order for their civilizations to prosper. Five new wonders await discovery including the Statue of Zeus, Cristo Redentor, Shwedagon Paya, the Mausoleum of Maussollos, and the Moai Statues. Winning the race to Alpha Centauri now requires more strategic planning and tactical decision making. Apostolic Palace: The United Nations becomes available earlier in the game, providing a way for players to win a diplomatic victory earlier. New resolutions will also be added which will expand the available diplomatic options. Advanced Starts: A major fan request, this new feature enables players to ""buy"" components of a custom-tailored empire and begin play in the later part of the game, allowing them to experience many of the new features of the expansion pack in a shorter amount of time. Enhanced AI: The AI has received many enhancements, making it tougher to beat on the higher difficulty levels. [2K Games]",84.25333993072736,8.5,2007,PC
1323,Dragon Age: Origins,Xbox 360,"November 3, 2009","As the spiritual successor to BioWare's ""Baldur's Gate"", one of the most successful role-playing games in the industry, Dragon Age: Origins represents BioWare's return to its roots, delivering a fusion of the best elements of existing fantasy works with stunning visuals, emotionally-driven narrative, heart-pounding combat, powerful magic abilities and credible digital actors. The spirit of classic RPGs comes of age, as Dragon Age: Origins features a dark and mature story and gameplay. Epic Party-Based Combat – Dragon Age: Origins introduces an innovative, scalable combat system, as players face large-scale battles and use their party’s special abilities to destroy hoardes of enemies and massive creatures. Powerful Magic – Raining down awesome destruction on enemies is even more compelling as players apply ""spell combos,"" a way of combining together different spells to create emergent unique effects. Players develop their characters and gain powerful special abilities (spells, talents and skills) and discover ever-increasing weapons of destruction. With its emotionally compelling story, players choose with whom they wish to forge alliances or crush under their mighty fist, redefining the world with the choices they make and how they wield their power. Players select and play a unique prelude that provides the lens through which the player sees the world and how the world sees the player. The player's choice of Origin determines who they are and where they begin the adventure, as they play through a customized story opening that profoundly impacts the course of every adventure. [BioWare]",83.95150915388422,8.0,2009,Xbox 360
1333,Yakuza 0,PC,"August 1, 2018","Tokyo 1988. Getting rich is easy, the women are beautiful, and everyone wants in on the action. It's time to become Yakuza. The glitz, glamour, and unbridled decadence of the 80s are back in Yakuza 0! Fight like hell through Tokyo and Osaka with protagonist Kazuma Kiryu and series regular Goro Majima. Play as Kazuma Kiryu and discover how he finds himself in a world of trouble when a simple debt collection goes wrong and his mark winds up murdered. Then, step into the silver-toed shoes of Goro Majima and explore his ""normal"" life as the proprietor of a cabaret club. Switch between three different fighting styles instantaneously and beat up all manner of goons, thugs, hoodlums, and lowlifes. Take combat up a notch by using environmental objects such as bicycles, sign posts, and car doors for bone-crunching combos and savage take-downs. Fighting is not the only way to kill time in 1988's Japan: from discos and hostess clubs to classic SEGA arcades, there are tons of distractions to pursue in the richly detailed, neon-lit world.",83.12518555170708,8.6,2018,PC
1335,Tomb Raider,Xbox 360,"March 5, 2013","Tomb Raider is a re-imagining of the infamous action-adventure franchise and explores the visceral origin story of this character. In the game, Lara Croft ascends from a frightened young lady on her first adventure and emerges as a hardened survivor. With only her sharp instincts and her innate ability to push the limits of human endurance, Lara must fight, explore, and use her intelligence to unravel the dark history of a forgotten island and escape its tight grip.",83.86244433448788,8.5,2013,Xbox 360
1336,The Binding of Isaac: Rebirth,PC,"November 4, 2014","Rebirth is a randomly generated action RPG shooter with emphatic Roguelike elements. Following Isaac on his journey gamers discover bizarre treasures that change Isaac’s form giving him extra-human abilities and enabling him to fend off droves of mysterious creatures, learn secrets and scrap his way to safety.",83.73874319643741,8.4,2014,PC
1339,Borderlands 2: Tiny Tina's Assault on Dragon Keep,Xbox 360,"June 25, 2013","Wizards and Crumpets, oh my! Join vault hunters, old and new, in Tiny Tina's epic quest of revenge and redemption. Tiny Tina’s Assault on Dragon Keep, the biggest add-on content in Borderlands history, features a game within a game, as Tiny Tina takes on the role of Bunker Master in a game of “Bunkers & Badasses”. Travel through a dark and ever-changing world of castles, dungeons and magic forests as you fight off skeletons, orcs, dragons and more. Explore side missions and answer riddles as you roll your insight stat to gain new and amazing loot. Join with friends to save the queen and restore peace and order to the world once more.",83.86244433448788,8.3,2013,Xbox 360
1340,Rayman Origins,PC,"March 29, 2012","Rayman Origins is a comic adventure set in a lush 2D world brimming with unexpected secrets and outlandish enemies. The Glade of Dreams is overrun by the ""nefurrious"" Darktoons. The Fairy Council seeks Rayman's help to save the day. Rayman receives the aid of his best friend Globox as well as two crafty wizards, the Teensies. Together the world's most hilarious team of heroes sets out to restore peace to the Glade before their beloved home is destroyed. Rayman Origins supports four-player jump-in-and-jump-out co-op gameplay. The game offers a massive universe to explore, with more than 100 characters, 12 unique worlds, and more than 60 levels of platforming gameplay designed for all ages and play styles. Unlock new abilities and moves as you progress through the game. All members of your team will discover new unique abilities, including swimming, diving, slapping, and the sensational ""HarilyCopter.""",83.9465611083622,8.3,2012,PC
1347,Ni no Kuni: Wrath of the White Witch Remastered,PlayStation 4,"September 20, 2019","Ni no Kuni: Wrath of the White Witch Remastered = Journey back to the other world in Ni no Kuni: Wrath of the White Witch. LEVEL-5's classic tale returns better than ever. Join Oliver as he embarks on an adventure through a world inhabited by new friends and ferocious foes alike in the hopes of bringing back his mother after a tragic incident. With a copy of the Wizard's Companion in his hand and his trusty friend Drippy by his side, he will travel across this rich fantasy world to tame familiars, take on enemies, and overcome the countless challenges that stand between him and his mother's salvation. Features: This charming tale unfolds through the use of animation storyboarded and created by the legendary Studio Ghibli and music composed by the renowned Joe Hisaishi. Ni no Kuni: Wrath of the White Witch combines beautiful animated visuals, masterful storytelling, and a sweeping score to create an epic role-playing adventure like no other. * TAKE THE OTHER WORLD WITH YOU - Take Ni no Kuni: Wrath of the White Witch wherever you go on Nintendo Switch * ALL-STAR PRODUCTION - LEVEL-5's mastery of the RPG genre is combined with Studio Ghibli's world-class animation and music composed by the renowned Joe Hisaishi * CAPTIVATING STORY - A charming yet tragic tale unfolds through the use of animation storyboarded and created by Studio Ghibli with English and Japanese voice-overs * ROLE-PLAYING MASTERY - A rich mixture of familiar RPG elements, expertly crafted and designed, and featuring dozens of locations to explore, hundreds of creatures to battle, and a wealth of quests and secrets to uncover * DYNAMIC COMBAT - Switch freely between characters and familiars in an exciting battle system that combines real-time and turn-based tactical elements",83.43196437407224,8.2,2019,PlayStation 4
1350,Guilty Gear Xrd -REVELATOR-,PlayStation 4,"June 7, 2016",Guilty Gear Xrd -REVELATOR- moves along at 60 frames per second and features PS4/PS3 cross compatible battles. Choose from over 20+ fighters as you battle for glory in the post apocalypse. New modes and polished mechanics provide infinite ways to annihilate your rivals.,82.74913409203364,8.0,2016,PlayStation 4
1351,Pinball FX 2: Marvel Pinball,Xbox 360,"December 8, 2010",Marvel Pinball is an expansion set for Pinball FX-2 for the Xbox 360.,84.05047006432459,8.4,2010,Xbox 360
1353,Trials HD,Xbox 360,"August 12, 2009","[Xbox Live Arcade] Trials HD is a full-featured, physics-based motorcycle racing game with over 50 tracks in two unique game modes. Race Mode emphasizes balance, skill, and control as you tackle indoor obstacle tracks. Skill Mode features extreme stunt tracks in which explosions, crashes, and injuries cannot be avoided. A level editor enables players to create, share and download an unlimited number of free tracks. The game features stunning full HD graphics, rider customization, unlockable bikes, global rankings, all new in-game friend scores, and many other fun features. Can you handle the bruises and broken bones - and take part in a truly unique racing experience? [Microsoft]",83.95150915388422,8.5,2009,Xbox 360
1360,Radiant Silvergun,Xbox 360,"September 14, 2011","Radiant Silvergun, restored by Treasure, is now available. The shoot ‘em up gameplay that made this a legend remains unchanged, but a hidden ""Ikaruga-style"" shooting mode gives everyone something new. Previously only available in Japan, Radiant Silvergun on Xbox LIVE Arcade also provides leaderboards, co-op play locally or over Xbox LIVE, downloadable replays, and improved visuals making it the version to own.",83.89708065314201,8.3,2011,Xbox 360
1361,Starcraft II: Heart of the Swarm,PC,"March 12, 2013","StarCraft II continues the epic saga of the Protoss, Terran, and Zerg. These three distinct and powerful races clash once again in the fast-paced real-time strategy sequel to the legendary original, StarCraft. Legions of veteran, upgraded, and brand-new unit types do battle across the galaxy, as each faction struggles for survival. Featuring a unique single-player campaign that picks up where StarCraft: Brood War left off, StarCraft II presents a cast of new heroes and familiar faces in an edgy sci-fi story filled with adventure and intrigue. In addition, Blizzard again offers unparalleled online play through Battle.net, the company's world-renowned gaming service, with several enhancements and new features to make StarCraft II the ultimate competitive real-time strategy game. Features fast-paced, hard-hitting, tightly balanced competitive real-time strategy gameplay that recaptures and improves on the magic of the original game. New units and gameplay mechanics further distinguish each race. Vibrant new 3D-graphics engine with support for dazzling visual effects and massive unit and army sizes. Full map-making and scripting tools to give players incredible freedom in customizing and personalizing their gameplay experience. [Blizzard]",83.86244433448788,8.0,2013,PC
1366,Mass Effect 2: Lair of the Shadow Broker,PC,"September 7, 2010","Liara T'Soni is tracking down the mysterious Shadow Broker, and no one is safe. She'll do anything to recover the man the Broker kidnapped... and the Shadow Broker's agents will do anything to stop her. Team up with Liara and chase clues from the luxurious heights of Illium to the Shadow Broker's own secret lair. Adds the Shadow Broker intel center, new research, and five new achievements and the chance to continue a relationship with Liara.",84.05047006432459,8.5,2010,PC
1367,LEGO Star Wars II: The Original Trilogy,PC,"September 12, 2006","LEGO Star Wars II takes the fun and customization ability of the LEGO play pattern and combines it with the epic story, characters and action from the revolutionary Star Wars: Episodes IV, V and VI. With a unique tongue-in-cheek take on the Original Trilogy, LEGO Star Wars II lets you build and battle your way through your favorite film moments. From Darth Vader's pursuit of Princess Leia aboard her Blockade Runner to Luke's final confrontation with Emperor Palpatine. For the first time ever, characters can get in and out of vehicles, as well as ride creatures. Because it's LEGO style, you can also mix and match the body parts of more than 50 playable characters to create one of millions of possible LEGO Star Wars heroes. And on PS2, Xbox and Windows platforms, a game save from the first LEGO Star Wars can unlock another 50-plus additional characters for Free Play mode -- that's more than 100 total characters. Other exciting additions include free-roaming vehicle levels, the ability to switch ships at will in Free Play mode, cool new character-specific attacks and maneuvers, playable mini-kit vehicles, an adaptive difficulty option and more. [LucasArts]",84.48589807026225,8.1,2006,PC
1376,Mortal Kombat,Xbox 360,"April 19, 2011",Mortal Kombat returns to consoles after a long hiatus featuring a return to the gruesome fatalities.,83.89708065314201,8.3,2011,Xbox 360
1379,Brothers: A Tale of Two Sons,Xbox 360,"August 7, 2013","Help guide a couple of brothers on a fairy tale journey from Swedish film director, Josef Fares and developer Starbreeze Studios. Control both brothers at the same time as you experience co-op play in single player mode. Solve puzzles, explore varied locations and fight boss battles, controlling one brother with each thumb stick.",83.86244433448788,8.7,2013,Xbox 360
1384,Final Fantasy XII: The Zodiac Age,PlayStation 4,"July 11, 2017","Enter an era of war within the world of Ivalice. The small kingdom of Dalmasca, conquered by the Archadian Empire, is left in ruin and uncertainty. Princess Ashe, the one and only heir to the throne, devotes herself to the resistance to liberate her country. Vaan, a young man who lost his family in the war, dreams of flying freely in the skies. In a fight for freedom and fallen royalty, join these unlikely allies and their companions as they embark on a heroic adventure to free their homeland. Final Fantasy XII: The Zodiac Age improves upon the 2006 classic Final Fantasy XII, now more beautiful and easier to play than ever. The high-definition remaster introduces several modern advancements, including reconstructed battle design and a revamped job system. With newly implemented trophies and share functions, as well as stark visual and sound improvements in true HD for the first time, players both returning and new to the game will experience a grand adventure that spans the world of Ivalice in an entirely fresh and improved way.",82.86293913904008,8.4,2017,PlayStation 4
1385,The Secret of Monkey Island: Special Edition,PC,"July 15, 2009","As ye venture out onto the docks of Melee Island, there'll be a shock to yer system the likes of which you've never seen. The Secret of Monkey Island: Special Edition gives you the world you remember, yet it be shown to ya like only yer imagination could. It seems Guybrush Threepwood, a young lad wantin' to be a bloodthirsty pirate is back to relive his hunt fo the fabled riches of Monkey Island. Hilarious swashbuckling misadventures: Embark on a bumbling misadventure in an attempt to become the most infamous pirate in the Caribbean, win the heart of the beautiful governor, Elaine Marley, and confront the evil ghost pirate, LeChuck! High-definition graphics: The game is all-new and re-imagined with a contemporary art style, hand-drawn and presented in 1080p. Complete voice over using original Monkey Island franchise cast members brings the story and characters to life like never before. Renewed music score: Enjoy the re-mastered and re-recorded musical score using live instruments. Special Edition and Classic modes: Scene-for-scene hot swap lets you seamlessly transition between Special Edition and Classic modes at anytime during gameplay. Enhanced gameplay: The all-new intuitive game interface and controls provide a more interactive gameplay experience. Hint system: Not sure what to do next? The in-game puzzle hint system keeps the puzzles fresh and fun. [LucasArts]",83.95150915388422,8.9,2009,PC
1388,Homeworld Remastered Collection,PC,"February 25, 2015","Assume control of your fleet and assemble an armada across more than thirty single-player missions. Choose unit types, fleet formations and flight tactics for each strategic situation.",83.32310737258783,8.2,2015,PC
1389,CrossCode,PC,"September 20, 2018","A retro-inspired 2D Action RPG set in the distant future. CrossCode combines 16-bit SNES-style graphics with butter-smooth physics, a fast-paced combat system, and engaging puzzle mechanics, served with a gripping sci-fi story.",83.12518555170708,8.2,2018,PC
1394,Tomb Raider,PC,"March 4, 2013",An intense and gritty story of the origins of the infamous Lara Croft and her ascent from frightened young woman to hardened survivor in Tomb Raider.,83.86244433448788,8.4,2013,PC
1406,Assassin's Creed IV: Black Flag,Xbox 360,"October 29, 2013","The year is 1715. Pirates rule the waters of the Caribbean and have established a lawless Republic. Among these outlaws is a lethal young captain named Edward Kenway. His notorious exploits earn the respect of legends like Blackbeard, but draw him into an ancient war that may destroy everything the pirates have built for themselves.",83.86244433448788,8.0,2013,Xbox 360
1409,Dance Central 2,Xbox 360,"October 25, 2011",Dance Central 2 is the sequel to the popular Dance Central game.,83.89708065314201,8.1,2011,Xbox 360
1415,Fight Night Round 3,Xbox 360,"February 20, 2006","Go toe-to-toe with greats such as Ali, De La Hoya, Joe Frazier, Bernard Hopkins and Roy Jones. Outside of the ring, gamers can establish intense rivalries through pre-fight events putting purpose and passion behind every hit. Three new Impact Punches a la the EA Sports Haymaker keep gamers at the edge of their seat as players are only one punch away from the entire dynamic of the fight changing. Land a perfectly timed Flash KO or jump into a quick mid-fight mini-game to land a humiliating knockdown punch. Thrown using EA Sports Fight Night's innovative analog punch system, Impact Punches are high risk and high reward - put down your opponent or get knocked on the canvas. Boxing's Greatest Rivalries - Watch ESPN Classic footage of real-life bouts or re-create the greatest fights from past and present including Arturo Gatti vs. Mickey Ward, Marco Antonio Barrera vs. Eric Morales, and Ali vs. Frasier. Establish intense rivalries of your own by intimidating opponents before the big fight with heated press conferences full of hype, trash talkin', and fights at weigh-ins. Relive the best rivalries of your career in ESPN's Instant Classics! Create a style of your own, then see how you match up against the authentic signature styles from the world's best fighters. Licensed boxers use tactics and strategies that match their real life counterparts. Self Determinant AI adapts its style to match user strengths and to exploit weaknesses. [Electronic Arts]",84.48589807026225,8.8,2006,Xbox 360
1418,Bastion,Xbox 360,"July 20, 2011",Bastion is an action role-playing game from Supergiant Games.,83.89708065314201,8.5,2011,Xbox 360
1422,Sonic Mania,PlayStation 4,"August 15, 2017","Experience the ultimate celebration of past and future in Sonic Mania, an all-new 2D Sonic adventure running at a crisp 60FPS with stunning HD retro-style graphics. Multiple playable characters give you the ability to go explosively fast as Sonic, soar as Tails, or power through tough obstacles with Knuckles’ brute strength. You can re-live the Sonic of the past with an exciting new twist on classic zones while fighting against new bosses and Dr. Eggman’s evil robot army. Go head to-head with players in Competition Mode or play in Co-Op Mode with a friend. [Playstation.com]",82.86293913904008,8.0,2017,PlayStation 4
1439,The Lord of the Rings Online: Shadows of Angmar,PC,"April 24, 2007","The only massively-multiplayer role-playing game set in J.R.R. Tokien's Middle-earth. Travel with your Fellowship in the fight against the forces of Sauron. Across the wide lands of Middle-earth, the Free Peoples must face the threatening Shadow growing in the East. All of Mordor is stirring as Sauron dispatches the NazgÃ»l to hunt for the Ring. The rumor of war brings forth many eager adventurers who will find their place among the great events of the Third Age. High deeds call to the willing, for their time is at hand. Hundreds of thousands of people will enter the perpetual world of Middle-earth for the very first time. Prepare yourself to choose a path amongst the likes of Elves, Dwarves, and Humans. Will you choose to fight for the things that bring peace to the land or will you add to the corruption of Middle-earth as the forces of Sauron move swiftly to extinguish all that is good? [Turbine]",84.25333993072736,8.0,2007,PC
1441,Desperados III,PC,"June 16, 2020","On his epic journey through 1870s USA and Mexico, John Cooper will have to take responsibility for mistakes that have been made in the past. On his quest for redemption, Cooper joins forces with the runaway bride Kate O'Hara, shady Arthur ""Doc"" McCoy, the giant trapper Hector and a mysterious lady from New Orleans. They make their way from the mountains of Colorado to the heart of Louisiana, then finally to New Mexico, right back into Cooper's past. You take control of this ragtag band becoming a highly functional group of unlikely heroes and heroines. The leader of his team is Cooper, drifter and gunslinger, who can kill quietly with a knife or take out multiple foes with his revolvers. Strongman Hector carries a giant beartrap and can slay the toughest opponents with his trusty axe. Cold-blooded bounty hunter McCoy likes to be methodical, using lures, knockout gas, poison syringes and a custom long-range pistol. Kate can fool almost any man with the right outfit and kill discretely with her hidden gun. Combine your specialists to overcome tough challenges in many different ways. Plan your moves wisely and execute them perfectly in real-time to sneak past your enemies while remaining undetected.",83.28352300841168,8.2,2020,PC
1452,Skate,Xbox 360,"September 14, 2007","SKATE delivers the feel of skating through innovative controls, authentic cameras and a fully reactive skateboarding city. The game features professional skaters such as Danny Way and PJ Ladd, as well as a reactive city and relevant in-game cameras. SKATE's unique control scheme captures the true feel of skating versus the typical button mashing gameplay of past skating games. Featuring physics-driven animations, gamers will have a unique gaming experience every time they pick up the controller since no two tricks will ever be the same. [Electronic Arts]",84.25333993072736,8.4,2007,Xbox 360
1454,Resident Evil 7: biohazard,PlayStation 4,"January 24, 2017","While Resident Evil 7 draws from the series’ roots of atmospheric survival horror, it also delivers a new level of terror. In the Resident Evil games of yesteryear, players braced for fear in the first-person via the creepy door-opening scenes, and Resident Evil 7 ramps up that tension with an immersive first-person view and a photorealistic graphical style. Capcom is able to achieve a higher degree of visual fidelity thanks to the new proprietary in-house RE Engine that includes VR oriented tools. With the RE Engine plus industry leading audio and visual technologies, you experience every abhorrent detail up close and personal in Resident Evil 7. Playing the game in the PlayStation VR Mode escalates the unsettling feeling of presence to a level that horror fans have never experienced. The full gameplay experience is available in the included PlayStation VR Mode from beginning to end. No Resident Evil you’ve ever survived could prepare you for this. [Capcom]",82.86293913904008,8.0,2017,PlayStation 4
1457,Dead Space (2008),PC,"October 20, 2008","In the bold and often-bloody Dead Space gamers step into a third-person sci-fi survival horror experience that delivers psychological thrills and gruesome action. Set in the cold blackness of deep space, the atmosphere is soaked with a feeling of tension, dread and sheer terror. In Dead Space, players step into the role of engineer Isaac Clarke – an ordinary man on a seemingly routine mission to fix the communications systems aboard a deep space mining ship. It is not long before Isaac awakes to a living nightmare when he learns that the ship's crew has been ravaged by a vicious alien infestation. He must fight through the dead silence and darkness of deep space to stay alive. [Electronic Arts]",84.16922315685304,8.2,2008,PC
1467,Monster Train,PC,"May 21, 2020","Monster Train is a strategic roguelike deck building game with a twist. Set on a train to hell, you’ll use tactical decision making to defend multiple vertical battlegrounds. With real time competitive multiplayer and endless replayability, Monster Train is always on time.",83.28352300841168,8.2,2020,PC
1476,Beat Saber,PlayStation 4,"November 20, 2018","Enjoy precisely handcrafted levels and exclusively created electronic dance music, all embedded in an appealing futuristic world. Swing your sabers, match the color and the right direction to slash the cubes, and keep up with the adrenaline-pumping music…",83.12518555170708,8.1,2018,PlayStation 4
1479,IL-2 Sturmovik: 1946,PC,"March 13, 2007","Oleg Maddox's Il-2 Sturmovik series of flight simulators continues to expand. The latest offering, Il-2 1946, adds 36 new planes, four new gigantic maps, over a hundred new ground objects, and nearly 200 new campaign missions. This new opus also includes all of the previous Il-2 series content. What began as a one-aircraft study sim is now an astonishing anthology, with a whopping 229 flyable aircraft and over 300 aircraft total! Not to mention that players will have the opportunity to get a first glance at the future of the series arriving next year: Storm of War Battle of Britain via exclusive bonus videos.",84.25333993072736,8.7,2007,PC
1480,XCOM: Enemy Within,PC,"November 11, 2013","XCOM: Enemy Within is the expansion to the 2012 strategy game XCOM: Enemy Unknown. Enemy Within adds an array of new abilities, upgrades and weapons to combat new enemy and alien threats. This expansion pack also introduces new maps, new tactical and strategic gameplay, and new multiplayer content providing a renewed gameplay experience.",83.86244433448788,8.1,2013,PC
1481,Cuphead,PlayStation 4,"July 28, 2020","Cuphead is a classic run and gun action game heavily focused on boss battles. Inspired by cartoons of the 1930s, the visuals and audio are painstakingly created with the same techniques of the era, i.e. traditional hand drawn cel animation, watercolor backgrounds, and original jazz recordings. Play as Cuphead or Mugman (in single player or local co-op) as you traverse strange worlds, acquire new weapons, learn powerful super moves, and discover hidden secrets while you try and pay your debt back to the devil!",83.28352300841168,8.3,2020,PlayStation 4
1483,Final Fantasy XIV: Heavensward,PlayStation 4,"June 23, 2015","The to-this-point sealed gates to Ishgard open to the citizens of Eorzea as the Dragonsong War deteriorates. This bloody thousand-year skirmish between the dragoons of Ishgard and the sentient dragons of Dravania invites the support of new adventurers to bring to a halt to the conflict. Heavensward expands the playable area of the game into additional areas of Eorzea, beyond the Coerthas Central Highlands and in to the skies above the Sea of Clouds and the floating landmasses therein.",83.32310737258783,8.3,2015,PlayStation 4
1489,Titanfall 2,PC,"October 28, 2016","In single player, Titanfall 2 delivers a crafted experience that explores the unique bond between man and machine. Playable offline, the single player campaign in Titanfall 2 lets fans step out onto The Frontier as a Militia rifleman with aspirations of becoming an elite Pilot. Stranded behind enemy lines and facing overwhelming odds, players must team up with a veteran Titan to uphold a mission they were never meant to carry out. In multiplayer, Respawn is continuing to evolve their gameplay to provide a more robust experience that delivers expanded depth and variety that includes six new Titans, deeper Pilot abilities, more customization options, and a robust progression system that is sure to satisfy fans. [Electronic Arts]",82.74913409203364,8.4,2016,PC
1491,DJ Hero 2,Xbox 360,"October 19, 2010",Activision's turntable-based rhythm game is coming back for an encore.,84.05047006432459,8.4,2010,Xbox 360
1496,Dragon Quest XI: Echoes of an Elusive Age,PlayStation 4,"September 4, 2018","DRAGON QUEST XI: Echoes of an Elusive Age tells a captivating tale of a hunted hero and is the long-awaited role-playing game from series creator Yuji Horii, character designer Akira Toriyama and composer Koichi Sugiyama. While it is the eleventh mainline entry in the critically acclaimed series, DRAGON QUEST XI is a completely standalone experience that features entirely new characters, a beautifully detailed world, finely tuned turn-based combat, and an immersive story that promises to appeal to longtime fans and franchise newcomers alike.",83.12518555170708,8.6,2018,PlayStation 4
1506,Path of Exile,PC,"January 25, 2013","Path of Exile is an online Action RPG set in the dark fantasy world of Wraeclast. They're a small independent team of hardcore gamers based in New Zealand and have created Path of Exile as the game that they'd want to play themselves. It is designed around a strong barter-based online item economy, deep character customisation, competitive PvP and ladder races. The game is completely free and will never be ""pay to win"". [Grinding Gear Games]",83.86244433448788,8.0,2013,PC
1507,Battlefield: Bad Company 2 Vietnam,PC,"December 18, 2010","Set in the 1960s, this DLC adds 4 new multiplayer maps, 15 new weapons, and six vehicles.",84.05047006432459,8.0,2010,PC
1508,Guilty Gear Xrd: Rev 2,PlayStation 4,"May 26, 2017","Guilty Gear Xrd Rev 2 includes all previously released DLC from -REVELATOR- as well as new fighters, modes, moves, story chapters and more. It's never been a better time to be a 2.5D brawler in the post apocalypse. Hone your skills with an eclectic cast of 25 insane fighters and prove your mettle as the ultimate fighting master.",82.86293913904008,8.1,2017,PlayStation 4
1516,ENDER LILIES: Quietus of the Knights,PC,"June 22, 2021","ENDER LILIES is a dark fantasy 2D Action RPG about unraveling the mysteries of a destroyed kingdom. On this sorrowful path, encounter horrific enemies against whom a moment of inattention could be fatal. Overcome the hardships of your journey and reach the truth with the fallen knights.",84.33745670460168,8.4,2021,PC
1524,The Elder Scrolls IV: Shivering Isles,PC,"March 26, 2007","Shivering Isles features more than 30 hours of new gameplay and allows you to explore an entirely new plane of Oblivion – the realm of Sheogorath, the Daedric Prince of Madness. Shivering Isles adds to the existing world of Oblivion so you can continue playing with your existing save game/character, or create an all new character just to explore the new content. Within the Realm of Sheogorath, players can explore the two extreme sides of the god's madness – the sublimely creative and the completely psychotic. Something is happening to the Shivering Isles and Sheogorath himself looks to you to be his champion and defend his realm and its inhabitants from destruction. Do you have the strength to survive his trials, tame a realm fraught with paranoia and despair, and wear the mantle of a God? The Shivering Isles features a bizarre landscape split between the two sides – Mania and Dementia-filled with vast, twisting dungeons mirroring the roots of the trees they are buried within. You'll encounter more than a dozen new creatures including hideous insects, Flesh Atronachs, skeletal Shambles, amphibious Grummites. Throughout your adventure, you will discover all new items, ingredients, spells, and more, and have the talented craftsmen of Crucible and Bliss forge new armor and weapons just for you. [Bethesda Softworks]",84.25333993072736,8.3,2007,PC
1530,DiRT Rally,PC,"December 7, 2015","DiRT Rally captures the essence of what makes rally unique – that sense of trying to remain in control of your emotions, as you hurtle along at breakneck speed, aiming to squeeze everything out of your car whilst knowing that one crash could irreparably harm your stage time.",83.32310737258783,8.5,2015,PC
1549,Risk of Rain 2,PC,"August 11, 2020","The classic multiplayer roguelike, Risk of Rain, returns with an extra dimension and more challenging action. Play solo, or team up with up to three friends to fight your way through hordes of monsters, unlock new loot, and find a way to escape the planet.",82.28352300841168,8.1,2020,PC
1552,The Talos Principle,PC,"December 11, 2014","In The Talos Principle, players assume the role of a sentient artificial intelligence placed within a simulation of humanity?s greatest ruins and linked together through an arcane cathedral. Players are tasked with solving a series of increasingly complex puzzles woven into a metaphysical parable about intelligence and meaning in an inevitably doomed world.",82.73874319643741,8.6,2014,PC
