,name,platform,release_date,summary,meta_score,user_review,release_year,P,score
2063,Guild Wars Factions,PC,"April 28, 2006","The stand-alone Guild Wars Factions is the second campaign in ArenaNet's massively multiplayer online role-playing game. The Factions campaign, which can be played either connected with the regular Guild Wars or as its own separate game, includes new regions (with an entire new continent), professions, skills, missions, and monsters, along with expanded options for both Cooperative and Player-versus-Player (PvP) play, and enhanced features for guilds. New content includes a number of the skills added to Guild Wars: Factions, including some of the deadly skills of the Assassin and the arcane spells of the spiritual Ritualist. Factions will also introduce a new PvP continent, Battle Isles. Battle Isles will introduce players to new PvP experiences, new and expanded arenas, new quests and a new explorable area as well. [NCsoft]",84,8.4,2006,PC,705.6
2066,Gorogoa,PC,"December 14, 2017","Gorogoa is an elegant evolution of the puzzle genre, told through a beautifully hand-drawn story designed and illustrated by Jason Roberts.",84,8.4,2017,PC,705.6
2069,Yakuza: Like a Dragon,PlayStation 4,"November 10, 2020","RISE LIKE A DRAGON. Become Ichiban Kasuga, a low-ranking yakuza grunt left on the brink of death by the man he trusted most. Take up your legendary bat and get ready to crack some underworld skulls in dynamic RPG combat set against the backdrop of modern-day Japan.",84,8.0,2020,PlayStation_4,672.0
2072,Darkest Dungeon,PC,"January 19, 2016","Darkest Dungeon is a gothic roguelike RPG dungeon crawler about the psychological stresses of adventuring. You will lead a band of four heroes on a perilous side-scrolling descent, dealing with a prodigious number of threats to their bodily health, and worse, a relentless assault on their mental fortitude! Five hundred feet below the earth you will not only fight unimaginable foes, but famine, disease, and the stress of the ever-encroaching dark. Darkest Dungeon focuses on the humanity and psychological vulnerability of the heroes and asks: What emotional toll does a life of adventure take?",84,7.8,2016,PC,655.1999999999999
2073,Sid Meier's Civilization Revolution,Xbox 360,"July 8, 2008","Civilization Revolution offers players a chance to experience the epic empire-building world of Civilization in an all new accessible, visually immersive, and action-packed world specifically designed for the console and handheld gamer. Delivering Civilization's renowned epic single-player campaigns featuring vast re-playability and unmatched addictive gameplay as well as revolutionary features like real-time interaction with leaders and advisors, extensive multiplayer capabilities and integrated video and voice chat, it transports the Civilization series to a level of gameplay that fans have never seen before. Some of the key features that resonate with fans of strategy games and the Civilization franchise include 16 civilizations to master and lead to victory, an array of famous historical leaders to play as or compete against, and accessible maps and streamlined time scale for quicker games, intense combat, and constant action. In online multiplayer mode, players compete for world conquest and glory among their peers as they battle in teams, head-to-head or epic free-for-all matches. In addition, auto-matching, ranked games, leaderboards, achievements, downloadable extra content and integrated video and voice chat make the online play more versatile and fun than any previous version of Civilization and will allow players to see where they stand against the competition. Finally, the position of ruler of the world can be settled online. [2K Games]",84,8.0,2008,Xbox_360,672.0
2077,80 Days (2015),PC,"September 29, 2015","1872, with a steampunk twist. Phileas Fogg has wagered he can circumnavigate the world in just eighty days. Choose your own route around a 3D globe, travelling by airship, submarine, mechanical camel, steam-train and more, racing other players and a clock that never stops.",84,7.3,2015,PC,613.1999999999999
2080,Unity of Command,PC,"November 15, 2011","Unity of Command lets you replay the epic conflict that was the Stalingrad Campaign of World War II. In this turn-based game of strategy and cunning, observe how opportunity leads the German army to advance recklessly into the steppes of southern Russia. And as the story unfolds, join the Soviet campaign to repel the invaders... As these legendary battles play out on the hex board, the tension of decision making and difficulties of conducting operations on a massive scale emerge. Command armies and fronts in maneuver warfare, thrust and encircle, capture cities and cross continents; but never, ever forget to watch your supply lines.",84,7.3,2011,PC,613.1999999999999
2092,Eliza,PC,"August 12, 2019","Eliza is a visual novel about an AI counseling program, the people who develop it, and the people who use it. Follow Evelyn Ishino-Aubrey as she reconnects with people from her past, gets to know the people of Seattle who use Eliza for counseling, and decides the course of her future.",84,6.2,2019,PC,520.8000000000001
2093,Metro Redux,PC,"August 26, 2014","The Metro Redux bundle features both Metro 2033 Redux and Metro: Last Light Redux. Both games have been remastered in the latest 4A Engine, and tout two unique unique play styles - Spartan and Survival - plus the legendary Ranger Mode.",84,7.9,2014,PC,663.6
2094,Enter the Gungeon,PC,"April 5, 2016","Enter the Gungeon is a bullet hell dungeon crawler following a band of misfits seeking to shoot, loot, dodge roll and table-flip their way to personal absolution by reaching the legendary Gungeon’s ultimate treasure: the gun that can kill the past.",84,7.9,2016,PC,663.6
2095,"Time Gentlemen, Please!",PC,"July 2, 2009","What’s worse than finding out that your future evil selves have set about a series of events that wipes out all human life on the planet? Going back in time to fix things with half a mind on preventing coathangers from ever being invented, and accidentally setting up an alternate-universe Hitler with an unstoppable army of dinosaur clones instead, that’s what! Whoopsie! [Zombie Cow Studios]",84,7.4,2009,PC,621.6
2096,The Walking Dead: Episode 2 - Starved for Help,Xbox 360,"June 27, 2012","3 months after the events of episode 1, starvation forces the group to look for food from strangers. In a world where the living can be more dangerous than the undead, this is a risky move, but you’ll soon learn how far you’ll go to survive. How will the choices you made in episode one affect your story?",84,8.5,2012,Xbox_360,714.0
2097,Horizon Zero Dawn: Complete Edition,PC,"August 7, 2020","Experience Aloy’s legendary quest to unravel the mysteries of a future Earth ruled by Machines. An outcast from her tribe, the young hunter fights to uncover her past, discover her destiny… and stop a catastrophic threat to the future. Use devastating tactical attacks against your prey and explore a majestic open world in this action RPG.",84,6.5,2020,PC,546.0
2101,Total War: WARHAMMER II - Rise of the Tomb Kings,PC,"January 23, 2018","Across the arid deserts of Nehekhara, vast legions of skeletal warriors rise from beneath the baking sands to slaughter those who trespass into their domain. It is a lifeless realm of endless dunes, stained red from the blood of savages and barbarians. This is the Land of the Dead, where mummified kings are cursed to rule in perpetual unlife. But it was not always thus.",84,7.0,2018,PC,588.0
2103,Deus Ex: Mankind Divided,PlayStation 4,"August 23, 2016","The action of Deus Ex: Mankind Divided takes place in 2029, a couple of years after the events of Human Revolution and the infamous ‘Aug Incident’ in Panchaea that resulted in the deaths of millions at the hands of those who had installed augmentations. This event has caused a massive divide between those who have augmentations and those who don't. Amidst this emotional turmoil are various factions aiming to manipulate the public by twisting public opinion of augmentation to advance their own agenda and hide the truth of what really occurred.",84,7.6,2016,PlayStation_4,638.4
2105,Guilty Gear -Strive-,PlayStation 4,"June 8, 2021","“Guilty Gear -Strive-“ is the latest entry in the Guilty Gear fighting game franchise. Created by Daisuke Ishiwatari and developed by Arc System Works, “Guilty Gear -Strive-“ upholds the series’ reputation for groundbreaking hybrid 2D/3D cell-shaded graphics and intense, rewarding gameplay. There is a fully voiced story mode diving deep into the Guilty Gear universe, new characters joining fan favorites, and robust rollback net code. The cutting-edge 2D/3D hybrid graphics pioneered in the Guilty Gear series have been raised to the next level in “Guilty Gear -Strive-“. The new artistic direction and improve character animations will go beyond anything you’ve seen before in a fighting game! ◆New Revolution in Fighting Games! Guilty Gear -Strive- brings a number of new and innovative game play mechanics designed to allow players new to the series to quickly learn the fundamentals while maintaining the deep, creative gameplay Guilty Gear is praised for. New additions to the series such as a wall-breaking mechanic will allow for new and exciting approaches to battle. ◆The fate of the universe will be determined… The story of Guilty Gear, spanning over 20 years, will finally come to a conclusion in “Guilty Gear -Strive-“. The trials and tribulations of the series’ heroes and villains will finally be resolved. Discover the astonishing truth awaiting at the end of all things.",84,8.0,2021,PlayStation_4,672.0
2109,F1 2012,Xbox 360,"September 18, 2012","F1 2012 features all of the official teams, drivers and circuits from the 2012 FIA Formula One World Championship.",84,6.8,2012,Xbox_360,571.1999999999999
2111,Stacking,Xbox 360,"February 9, 2011","Stacking is the second downloadable game produced by THQ and the award-winning Double Fine Productions. The adventure of Stacking requires players to capture and stack dolls together, then use each doll's unique abilities to solve the game's challenges. As more puzzles are solved, new dolls are acquired and the game's visually lush, carefully constructed story unfolds.",84,8.1,2011,Xbox_360,680.4
2112,Thumper,PlayStation 4,"October 10, 2016","Thumper strips rhythm gaming down to its core. Classic rhythm-action is combined with speed and satisfying physicality. With one analog stick and one button, you control a space beetle while hurtling through stunning and treacherous worlds. Each rhythmic hit, crash, and impact is interwoven with an original soundtrack by Brian Gibson of the acclaimed noise-rock band Lightning Bolt.",84,7.3,2016,PlayStation_4,613.1999999999999
2114,F1 2011,Xbox 360,"September 20, 2011","In F1 2011 players will be challenged to ‘Be the driver, live the life, go compete,’ with wide-ranging technical and gameplay advancements on and off track and vastly extended competitive and co-operative multiplayer components. F1 2011 will feature all of the official teams, drivers and circuits from the highly anticipated 2011 FIA FORMULA ONE WORLD CHAMPIONSHIP, including the current FIA FORMULA ONE Drivers’ World Champion Sebastian Vettel. The 2011 season also sees the debut of the 2011 FORMULA 1 GRAND PRIX OF INDIA at Delhi’s Jaypee International Race Circuit and the return of the iconic Nürburgring to the calendar.",84,7.2,2011,Xbox_360,604.8000000000001
2116,Axiom Verge,PlayStation 4,"March 31, 2015","A failed scientist dies in an accident, only to awaken in a mysterious, alien world. Where is he? How did he get here? And why do the fundamental laws of reality appear broken? Life. Afterlife. Real. Virtual. Dream. Nightmare. It's a thin line. It's Axiom Verge. [Thomas Happ]",84,7.8,2015,PlayStation_4,655.1999999999999
2121,Europa Universalis IV: Wealth of Nations,PC,"May 29, 2014","The expansion allows you to create trade conflicts in secret, steal from your competitors with the use of privateers, use peace treaties to gain trade power and create a new trade capital to strengthen your grasp over trade. The age of exploration is brought to life in this epic game of trade, diplomacy, warfare and exploration by Paradox Development Studio, the Masters of Strategy. Europa Universalis IV gives you control of a nation to rule an empire that lasts through the ages.",84,8.4,2014,PC,705.6
2122,BioShock Infinite: Burial at Sea - Episode Two,Xbox 360,"March 25, 2014","In this DLC pack, you become Elizabeth as she seeks to bring closure to her story, and to BioShock Infinite's. Like Episode 1, this DLC features Rapture as you've never seen it before and gameplay has been modified to give the player an original BioShock combat experience that merges the best parts of BioShock and BioShock Infinite.",84,8.7,2014,Xbox_360,730.8
2123,Mass Effect 3: Citadel,PC,"March 5, 2013","When a sinister conspiracy targets Commander Shepard, you and your team must uncover the truth, through battles and intrigue that range from the glamour of the Citadel's Wards to the top-secret Council Archives. Uncover the truth and fight alongside your squad - as well as the cast from the original Mass Effect and Mass Effect 2, including Urdnot Wrex!",84,7.9,2013,PC,663.6
2124,NBA 2K9,Xbox 360,"October 7, 2008","Improved facial and skin textures, better uniforms, improved eye movement and more realistic crowd reactions bring the game alive like never before. Analyst Clark Kellogg and sideline reporter Cheryl Miller join color commentator Kevin Harlan to create one of the most knowledgeable broadcast teams in the game. End each quarter with enhanced, multiple angle replay highlights, and be rewarded like never before with all-new, true-to-life celebration sequences after you capture the NBA championship. [2K Sports]",84,7.1,2008,Xbox_360,596.4
2126,Disciples II: Dark Prophecy,PC,"January 22, 2002","Dark Prophecy returns gamers to the magical realm of the Sacred Lands where four races - the Empire, the Mountain Clans, the Legions of the Damned and the Undead Hordes - continue the battle for the destiny of their Gods. A decade after the First Great War, the final prophecy continues to unfold. [Strategy First]",84,8.7,2002,PC,730.8
2129,Frostpunk,PC,"April 24, 2018","In a completely frozen world, people develop steam-powered technology to oppose the overwhelming cold. Society in its current form becomes ineffective and it has to change in order to survive.",84,8.4,2018,PC,705.6
2131,Just Cause 2,PC,"March 23, 2010","Developed by Avalanche Studios, Just Cause 2 finds Rico Rodriguez returning in an epic open-world adventure set in the diverse tropical playground of Panau in South East Asia, where the aim is to cause chaos and destruction in a way that only Rico knows how! His mission is to destabilize the island and free it from the tyranny of the evil dictator, Baby Panay. Players tackle missions and objectives in any way they want while exploring the highly-detailed and beautiful island by land, sea or air, performing an insane range of new daredevil stunts and mastering the use of the all new grappling hook and Rico's trademark parachute. [Eidos Interactive]",84,7.7,2010,PC,646.8000000000001
2133,Nex Machina: Death Machine,PC,"June 20, 2017","Nex Machina is an intense arcade style twin-stick shooter from Housemarque. Taking hints from both Robotron and Smash TV, Nex Machina focuses on pure action, voxel destruction and competition in the distant, cablepunk themed future.",84,6.7,2017,PC,562.8000000000001
2135,Streets of Rage 4,PC,"April 30, 2020","Publisher Dotemu (Wonder Boy, Windjammers 1/2) and developers Lizardcube (Wonder Boy) and Guard Crush Games today revealed Streets of Rage 4, an all-new continuation of SEGA's iconic arcade brawler series known for its radical fights, jammin' '90s beats and dashing sparring gloves and bandanas. Streets of Rage, known as Bare Knuckle (Bea Nakkuru) in Japan, is a trilogy of beat 'em up games developed and published by SEGA in the 1990s. Famously known for its non stop action and electronic dance influenced music - scored by Yuzo Koshiro and Motohiro Kawashima - the series has gained the status of cult classic throughout the years. It is considered one of the best beat 'em up series of all time. After many years, Axel and Blaze are finally picking up the fight where they left. Featuring hand-drawn visuals from the team behind 2017's gorgeous Wonder Boy: The Dragon's Trap remake, Streets of Rage 4 builds upon the classic trilogy's gameplay with new mechanics, a fresh story and a gauntlet of dangerous stages with a serious crime problem. Streets of Rage 4 recalls classic gameplay but it stands as an entirely original arcade-style romp thanks to the expertise of Guard Crush Games and Dotemu. Whether players gang up with a friend or clean up the city solo, Streets of Rage 4 is a skull-bashing, chicken-chomping delight all set to a thumping soundtrack sure to get your blood pumping. Features: * The comeback of the legendary Streets of Rage series. * Beautiful graphics fully hand-drawn animated by the studio behind Wonder Boy: The Dragon's Trap. * Classic gameplay enhanced with brand new mechanics. * Soundtrack by a wide line-up of world-class musicians. * Braised chicken served on a pristine plate.",84,7.8,2020,PC,655.1999999999999
2136,Polybius,PlayStation 4,"May 9, 2017","Polybius is the latest trance-shooter from the creators of Tempest 2000 and TxK, Llamasoft.",84,7.2,2017,PlayStation_4,604.8000000000001
2137,Crysis Warhead,PC,"September 16, 2008","In Crysis Warhead, players don the Nanosuit of Sergeant Sykes, also known as 'Psycho', one of the most memorable characters from Crysis. More brash and aggressive than his Delta Force squadmate Nomad, players experience Psycho's parallel story during the events of the original game, finding that life on the other side of the island is even more intense and explosive than they ever could have imagined. Luckily, Psycho's Nanosuit is just as capable and he's equipped with an even bigger arsenal of fully customizable weapons and new vehicles, giving players access to the tools they need to dominate any situation. Aside from this new single player campaign, Crysis Warhead also features new multiplayer content. [Electronic Arts]",84,7.9,2008,PC,663.6
2142,Uncharted: The Lost Legacy,PlayStation 4,"August 22, 2017","The first standalone adventure in Uncharted franchise history led by Chloe Frazer. In order to recover a fabled ancient Indian artefact and keep it out of the hands of a ruthless war profiteer, Chloe Frazer must enlist the aid of renowned mercenary Nadine Ross (from Uncharted 4: A Thief's End). Venturing deep into Indias Western Ghats mountain range, Chloe and Nadine must learn to work together to unearth the artefact and fight their way through fierce opposition to prevent the region from falling into chaos.",84,8.0,2017,PlayStation_4,672.0
2146,Assassin's Creed IV: Black Flag,PC,"November 19, 2013","The year is 1715. Pirates rule the waters of the Caribbean and have established a lawless Republic. Among these outlaws is a lethal young captain named Edward Kenway. His notorious exploits earn the respect of legends like Blackbeard, but draw him into an ancient war that may destroy everything the pirates have built for themselves.",84,7.9,2013,PC,663.6
2147,SoulCalibur VI,PlayStation 4,"October 19, 2018","History Hides Away More Than One Truth... SOULCALIBUR VI represents the latest entry in the premier weapons-based, head-to-head fighting series and continues the epic struggle of warriors searching for the legendary Soul Swords. Taking place in the 16th century, revisit the events of the original SOULCALIBUR to uncover hidden truths. [Bandai Namco]",84,6.6,2018,PlayStation_4,554.4
2148,Griftlands,PC,"June 1, 2021",Griftlands is a deck-building rogue-like where you fight and negotiate your way through a broken-down sci-fi world.,84,7.6,2021,PC,638.4
2151,Hyper Light Drifter,PC,"March 31, 2016","Explore a beautiful, vast and ruined world riddled with unknown dangers and lost technologies. Inspired by nightmares and dreams alike. Hyper Light Drifter is a 2D Action RPG in the vein of the best 8-bit and 16-bit classics, with modernized mechanics and designs on a much grander scale.",84,8.2,2016,PC,688.8
2152,Worms 2: Armageddon,Xbox 360,"July 1, 2009","[Xbox Live Arcade] Ten years on from Worms Armageddon and the turn-based mayhem and destruction continues! Worms 2: Armageddon is the most fully-featured digital version of the game ever. With four player online and offline multiplayer, voice support, a raft of new weapons (including the return of some iconic weapons from the past), all-new high-definition landscape themes, new play modes, hats, skins, speech-banks, loads of other customization and to top it all off, a highly-involving single player experience with tutorials, deathmatches, races, fort games, and puzzles. It's a package as high on fun as it is destruction. [Team17 Software]",84,7.9,2009,Xbox_360,663.6
2154,Hitman - Episode 2: Sapienza,PC,"April 26, 2016","The 2nd installment of HITMAN finds Agent 47 traveling to the beautiful, sun-drenched coastal town of Sapienza, Italy. This episode adds a new story mission, new challenges, new weapons and gear, the Italian suit and of course new targets, opportunities and disguises.",84,6.1,2016,PC,512.4
2155,ZEN Pinball 2: Aliens Vs. Pinball,PlayStation 4,"April 26, 2016","Survive Xenomorph encounters in three thrilling pinball tables inspired by the ALIEN franchise. - Join Ellen Ripley as she confronts the Alien Queen and helps the Colonial Marines eliminate LV-426's alien infestation on the Aliens Pinball table - Help Amanda Ripley survive the dangerous halls of Sevastopol Station while evading a merciless Xenomorph on the Alien: Isolation Pinball table - Defeat Xenomorphs, rise in the ranks of Yautja society, and choose your allies wisely on the Alien vs. Predator Pinball table - Listen to original voiceovers and sound effects directly pulled from the ALIEN franchise - Leaderboards, score tracking, exciting social features, and more",84,6.1,2016,PlayStation_4,512.4
2160,Age of Mythology: The Titans,PC,"September 30, 2003","Age of Mythology: The Titans Expansion adds a fourth mythology, the Atlanteans, to the existing Greek, Egyptian and Norse mythologies. A new single-player campaign will add yet another chapter to the franchise's expansive folklore along with the addition of new scenarios. Atlantean players will be able to call upon the might of the Titan gods (such as Atlas and Cronus) multiple times throughout the game, and may also upgrade human units to heroes. The expansion pack will introduce 12 new god powers, 15 new human units and 10 formidable myth units to the game. [Microsoft]",84,8.8,2003,PC,739.2
2161,SimCity 4,PC,"January 12, 2003","PLAY GOD - Sculpt mountains, gouge valleys, seed forests, and bring forth animals to create a world imagined only by you. Summon volcanoes, release tornadoes, and call down meteors and ligthening. PLAY MAYOR - Connect a massive region of SimCities, each sharing and competing for resources. Deploy emergency vehicles and join in the action as they battle blazes, mobs, and more. PLAY WITH YOUR SIMS - Place your Sims in your city to get the inside scoop on what life's really like around town. Feel the rhythm of the city: mellow cruising and commuter hell, noontime crowds and nighttime calm. [Electronic Arts]",84,8.7,2003,PC,730.8
2166,Microsoft Train Simulator,PC,"May 31, 2001","Take control of three engine types -- the electric-powered Acela HHP-8, the diesel Dash-9, and the steam-driven Flying Scotsman -- on a variety of real-life routes, including Japan's Kyushu and Shinjuku-Hakone lines, the US?s Northeast Corridor and Marias Pass, and Europe?s Settle & Carlisle and Orient Express.",84,7.6,2001,PC,638.4
2175,Lair of the Clockwork God,PC,"February 21, 2020",A fast-paced Point-and-Click adventure AND an indie platfomer in one! Join adventurer Ben and wannabe indie darling Dan in a race against time to stop all the Apocalypses happening at the same time.,84,7.4,2020,PC,621.6
2179,Hatsune Miku: Project Diva Future Tone - Colorful Tone,PlayStation 4,"January 10, 2017","Explore the infinite world of Hatsune Miku through the most comprehensive Project Diva game ever released! Hatsune Miku: Project Diva Future Tone Prelude comes with two songs and modules to customize. To unlock the full potential of Future Tone, purchase two packs bursting with 220 songs: Future Sound and Colorful Tone. [Playstation.com]",84,7.7,2017,PlayStation_4,646.8000000000001
2180,Hatsune Miku: Project Diva Future Tone - Future Sound,PlayStation 4,"January 10, 2017","Explore the infinite world of Hatsune Miku through the most comprehensive Project Diva game ever released! Hatsune Miku: Project Diva Future Tone Prelude comes with two songs and modules to customize. To unlock the full potential of Future Tone, purchase two packs bursting with 220 songs: Future Sound and Colorful Tone. [Playstation.com]",84,7.5,2017,PlayStation_4,630.0
2183,Final Fantasy IX,PC,"April 14, 2016","The last Final Fantasy for the PlayStation, Final Fantasy IX returns to the pure fantasy roots that spawned the series. This latest installment features highly detailed characters, vehicles, and environments, and breathtaking cinema-graphics. The addition of brand new features such as the story-enhancing Active Time Event system and the return of minigames that grant additional gameplay make Final Fantasy IX not only a memorable gaming experience, but also a significant step forward in the series.",84,8.8,2016,PC,739.2
2184,DJ Hero,Xbox 360,"October 27, 2009","DJ Hero drops the needle with a completely fresh experience and legendary artists including Black Eyed Peas, 50 Cent, Justice, Marvin Gaye, Beck, Beastie Boys and N.E.R.D. DJ Hero features more than 100 individual songs that have been transformed into more than 80 exclusive, original mixes by superstar DJs including DJ Shadow, DJ Z-Trip, DJ AM, and the legendary Grandmaster Flash. With an innovative, new turntable controller and the hottest music collection of original music, DJ Hero is a unique new social music gaming experience that excite the millions of dance club music fans who can now play along to hit songs from a range of genres including hip-hop, R&B, pop, rock and electronica allowing them to rule the party with original mixes. Joining the internationally acclaimed DJ, producer and recording artist DJ Shadow, who has been consulting and contributed several mixes for DJ Hero, and making their video game debuts, DJ Z-Trip, a founder of the mashup movement who’s known worldwide for his sold out shows and eclectic style, and DJ AM, one of the world’s premier and most in-demand DJs today, appear as in-game characters and have each created multiple exclusive mixes for DJ Hero. In DJ Hero, faces in the crowd are transformed into the life of the party as the game’s turntable controller - created exclusively for DJ Hero and featuring familiar DJ tools including a fully-rotating turntable, sample buttons, effects dial and cross fader - immerses fans into the authenticity of DJ culture and a sea of music. By utilizing and mastering various DJ techniques including scratching, blending, cross fading and sampling, while leaving room for creative expression with a variety of effects and player chosen samples and scratches, gamers rule the party performing music as only a DJ can. Social expression is heightened with euphoric multiplayer gameplay where two DJs can battle competitively or have a player join in to emcee over any track in the game with a mic. Additionally, gamers can rock together as DJ Hero features DJ-guitar exclusive mixes played with a turntable controller and Guitar Hero guitar controller. [Activision]",84,7.9,2009,Xbox_360,663.6
2185,Black Mesa,PC,"September 14, 2012","Black Mesa is a re-envisioning of Valve Software's seminal game Half-Life. You will re-visit the inaugural role of Gordon Freeman and his memorable journey through the Black Mesa Research Facility. Expect detailed environments to explore, a huge cast of characters and experimental weaponry. All-new music, voice acting, choreography and added dialogue give way to a more expansive and immersive experience than ever before. [Valve]",84,8.9,2012,PC,747.6
2186,Rise of Nations: Rise of Legends,PC,"May 9, 2006","Rise of Nations: Rise of Legends evolves the franchise's trademark features such as borders, large-scale battles and city-building in innovative ways. Players are able to transform small villages into powerful civilizations and lead vast fantasy armies into strategic battles using formations, unit control and heroic abilities to destroy the enemy. The popular Conquer the World (CTW) Campaign returns in Rise of Nations: Rise of Legends with exciting updates. The new CTW Campaign guides players through a new world of heroes, monsters, loyalty and betrayal. Gamers follow a story through multiple campaigns with fascinating subplots and heroic characters. The campaigns immerse players in an ever-changing three-dimensional world with terrain and cities that evolve as civilizations grow. [Microsoft]",84,8.4,2006,PC,705.6
2187,Bulletstorm,Xbox 360,"February 22, 2011","Bulletstorm's array of distinct skillshots produces unprecedented levels of frantic gameplay. The skillshot system rewards players for laying waste to enemies in the most imaginative way possible. The more insane the skillshot, the more points players collect to upgrade and unlock weapons, which in turn allows them to execute even more inventive moves and exaggerated skillshots.",84,7.6,2011,Xbox_360,638.4
2189,TOCA Race Driver 3,PC,"February 22, 2006","(Also known as ""ToCA Race Driver 2006"") TOCA Race Driver 3 takes the variety of motorsport experiences available in ""Race Driver 2"" and expanding on it even further, so no matter what your taste in racing, you'll find something to suit you. Featuring the British GT championship, series stalwarts the DTM and Aussie V8 Supercars, Sprint Cars, Rallying, and open wheel racing all the way from karts to the BMW Williams Grand Prix Cars, and much more TOCA Race Driver 2006 has something for everyone. Race on tracks from all over the world, take the story-driven ""world tour"" mode if you want to get straight to where the action is, or for the people wanting the nuts and bolts, take the ""Pro Career"" mode and work you way up the ladder in different disciplines of motorsport, aiming for the pinnacle of your chosen field. [Codemasters]",84,7.7,2006,PC,646.8000000000001
2191,FTL: Faster Than Light,PC,"September 14, 2012","You manage the Kestrel and its crew as you explore the galaxy. Strategic, real-time combat involves managing power between essential systems and choosing which enemy systems to target. Meanwhile, you control your crew to keep the ship functioning and fight off intruders. The combat is difficult but, being a ""roguelike-like"" game, frequent permadeath is at the core of the experience. While exploring the galaxy you will encounter a variety of situations requiring decision making that can result in many outcomes. Since all events are randomly generated, each play-through will be significantly different.",84,8.4,2012,PC,705.6
2193,Fallout: New Vegas,Xbox 360,"October 19, 2010",The latest game in the post-nuclear RPG series is being developed by many members of the Fallout 1 and 2 team at Obsidian Entertainment using the Fallout 3 engine.,84,8.6,2010,Xbox_360,722.4
2199,Guacamelee! 2,PC,"August 21, 2018","Head back to the Mexiverse in this sequel to Guacamelee! Uppercut your way to victory across stunning new hand-crafted levels. Featuring full 4-player co-op, fancy new wrestling moves, sassy new bosses, twice the enemies, and 300% more chickens.",84,7.5,2018,PC,630.0
2200,Resogun,PlayStation 4,"November 15, 2013","RESOGUN is a visceral fast-paced shoot em' up developed exclusively for the PS4 system. Unleash a varied array of devastating weapons including lasers, missiles, overdrive, and nova-bombs to blast hordes of enemies and rescue the last survivors from distant galactic colonies that are under ruthless attack from an evil alien invasion force.",84,7.7,2013,PlayStation_4,646.8000000000001
2201,SOMA,PC,"September 21, 2015","Strange occurrences are disrupting the routines of the PATHOS-2 research facility. The radio is silent. Behavioral anomalies of the machines are increasingly dangerous, if not... malevolent. The facility is devolving into chaos. No weapons, and the only escape is practically unthinkable. From Frictional Games, creators of the Amnesia and Penumbra series, SOMA is an aberrant tale of scientific inquiry and survival; an entropic exploration of synapse and circuit that wades through the delusions of human consciousness.",84,8.4,2015,PC,705.6
2202,DEFCON: Everybody Dies,PC,"September 29, 2006","Inspired by the 1983 cult classic film, ""Wargames,"" DEFCON superbly evokes the tension, paranoia and suspicion of the Cold War era, playing on the fascinating aspects of psychological gameplay that occur during strategic nuclear warfare. You play a General hidden deep within an underground bunker. Your mission is to successfully exterminate your enemy's civilian population whilst saving your own. Points are awarded or lost depending on both the efficacy and thoroughness of your nuclear vendetta and the number of your own civilian deaths. In order to win you must wipe out the enemy population and simultaneously disable the enemy's ability to retaliate against you. This is an extremely difficult task since launching an attack on the enemy exposes the positions of your own Ground Silos, Subs and Bombers the moment they launch nuclear weapons, making you extremely vulnerable and exposed to a crushing counter-attack. Desperate attempts must be made to form fast, tactical alliances, alliances that may at any moment break-down to become the treacherous and most deadly of betrayals. Everyone looks to each other in a state of nervous suspense and paranoid accusation. In all-out nuclear Armageddon, everybody dies, everybody loses, you just have to make sure you lose the least! [Valve]",84,8.3,2006,PC,697.2
2212,Saints Row: The Third,Xbox 360,"November 15, 2011","Years after taking Stilwater for their own, the Third Street Saints have evolved from street gang to household brand name, with Saints sneakers, Saints energy drinks and Johnny Gat bobble head dolls all available at a store near you. The Saints are kings of Stilwater, but their celebrity status has not gone unnoticed. The Syndicate, a legendary criminal fraternity with pawns in play all over the globe, has turned its eye on the Saints and demands tribute. Refusing to kneel to the Syndicate, you take the fight to a new city, playing out the most outlandish gameplay scenarios ever seen. Strap it on.",84,7.7,2011,Xbox_360,646.8000000000001
2215,Tron 2.0,PC,"August 26, 2003","TRON 2.0 is the present-day sequel to the 1982 cult film classic that wasa landmark of computerized graphical ingenuity. TRON 2.0, is a story-driven, first-person action game that propels the player into an alternate universe inside a computer. As Jet Bradley (son of the original films hero Alan Bradley) you will combat digital opponents using guns, rods, grenades, missiles, and the iconic TRON disc. Combining the best of the genre with a truly innovative look and breakthrough game play, TRON 2.0 delivers an adventure unlike any other. It will take PC gaming to a new level with intense action, intense and deadly battles, and high-speed light cycle races. [Disney]",84,8.3,2003,PC,697.2
2216,Fuga: Melodies of Steel,PC,"July 29, 2021","""We have to fight! If we don't, everyone we love will be taken away!"" One fateful night, a peaceful village is thrown into the flames of war. Determined to save their families, a group of children boards a giant tank and begins an offensive charge! Fuga: Melodies of Steel is an RPG where you place children, each with their own unique characteristics and skills, at different gun turrets in a tank to fight against the enemy. Living inside the tank, the children show emotion and gain affinity amongst each other. Manage these both to change the outcome of their journey! -A mysterious ancient weapon: The Taranis Taranis, the giant tank sheltering the children, conceals many mysteries and somehow seems to have its own will. In situations of crisis, it can release a forbidden weapon, the dreadful Soul Cannon. -Your adventure. Your choices. Will you make sacrifices for victory? Or will you seek another path? In this RPG, many choices have to be made in order to progress...but taking the safest road may not always be the best option. Faced with a desperate situation, what course of action will you choose?",84,8.1,2021,PC,680.4
